fecha,turno,orden_temporal,sabor_original,sabor_normalizado,abierta,celiaca,cerradas,entrantes,total_observado,hoja_origen,fila_origen,notas_lectura
2026-02-16,NOCHE,28,MANTECOL,MANTECOL,2050,,6520,,8570,Lunes 16 (NOCHE),30,
2026-02-16,NOCHE,28,MANZANA,MANZANA,4265,,,,4265,Lunes 16 (NOCHE),31,
2026-02-16,NOCHE,28,MARROC,MARROC,2360,,6465,,8825,Lunes 16 (NOCHE),32,
2026-02-16,NOCHE,28,MASCARPONE,MASCARPONE,5025,,6585,,11610,Lunes 16 (NOCHE),33,
2026-02-16,NOCHE,28,MENTA,MENTA,1070,,6725|6450,,14245,Lunes 16 (NOCHE),34,
2026-02-16,NOCHE,28,MIX DE FRUTA,MIX DE FRUTA,5710,,6780,,12490,Lunes 16 (NOCHE),35,
2026-02-16,NOCHE,28,MOUSSE LIMON,MOUSSE LIMON,835,,6290,,7125,Lunes 16 (NOCHE),36,
2026-02-16,NOCHE,28,SAMBAYON,SAMBAYON,1555,,,,1555,Lunes 16 (NOCHE),37,
2026-02-16,NOCHE,28,SAMBAYON AMORES,SAMBAYON AMORES,5895,,6660|6490,,19045,Lunes 16 (NOCHE),38,
2026-02-16,NOCHE,28,TRAMONTANA,TRAMONTANA,6315,,6645,,12960,Lunes 16 (NOCHE),39,
2026-02-16,NOCHE,28,TIRAMIZU,TIRAMIZU,1545,,6555|6425,,14525,Lunes 16 (NOCHE),40,
2026-02-16,NOCHE,28,VAINILLA,VAINILLA,6525,,6460,,12985,Lunes 16 (NOCHE),41,
2026-02-16,NOCHE,28,LEMON PIE,LEMON PIE,2820,,6590,,9410,Lunes 16 (NOCHE),42,
2026-02-16,NOCHE,28,IRLANDESA,IRLANDESA,6650,,,,6650,Lunes 16 (NOCHE),43,
2026-02-16,NOCHE,28,NUTE,NUTE,2065,,6605,,8670,Lunes 16 (NOCHE),44,
2026-02-16,NOCHE,28,RUSA,RUSA,6145,,,,6145,Lunes 16 (NOCHE),45,
2026-02-16,NOCHE,28,FRANUI,FRANUI,785,,6370|6355,,13510,Lunes 16 (NOCHE),46,
2026-02-16,NOCHE,28,CIELO,CIELO,4020,,6365,,10385,Lunes 16 (NOCHE),47,
2026-02-16,NOCHE,28,COCO,COCO,6710,,,,6710,Lunes 16 (NOCHE),48,
2026-02-16,NOCHE,28,KINDER,KINDER,1550,,6535,,8085,Lunes 16 (NOCHE),49,
2026-02-16,NOCHE,28,MARACUYA,MARACUYA,3635,,,,3635,Lunes 16 (NOCHE),50,
2026-02-16,NOCHE,28,PISTACHO,PISTACHO,1770,,6330|6325,,14425,Lunes 16 (NOCHE),51,
2026-02-16,NOCHE,28,CHOCOLATE DUBAI,CHOCOLATE DUBAI,850,,6470|6335,,,Lunes 16 (NOCHE),52,
2026-02-16,NOCHE,28,KITKAT,KITKAT,1080,,6470,,7550,Lunes 16 (NOCHE),53,
2026-02-16,NOCHE,28,CHOCOLATE CON PASAS,CHOCOLATE CON PASAS,0,,,,,Lunes 16 (NOCHE),54,ALL_EMPTY
2026-02-17,DIA,29,CADBURY,CADBURY,3090,,6810|6355,,16255,Martes 17 (DIA),2,
2026-02-17,DIA,29,AMERICANA,AMERICANA,3560,,6450|6350,,16360,Martes 17 (DIA),3,
2026-02-17,DIA,29,ANANA,ANANA,5495,,,,5495,Martes 17 (DIA),4,
2026-02-17,DIA,29,"B, SPLIT","B, SPLIT",2190,,6430|6375|6350,,21345,Martes 17 (DIA),5,
2026-02-17,DIA,29,CHOCOLATE,CHOCOLATE,3005,,6340|6700,,16045,Martes 17 (DIA),6,
2026-02-17,DIA,29,AMARGO,AMARGO,5375,,,,5375,Martes 17 (DIA),7,
2026-02-17,DIA,29,BLANCO,BLANCO,2240,,6590,,8830,Martes 17 (DIA),8,
2026-02-17,DIA,29,CH C/ALM,CH C/ALM,5885,,6660,,12545,Martes 17 (DIA),9,
2026-02-17,DIA,29,CH AMORES,CH AMORES,1335,,6625|6565,,14525,Martes 17 (DIA),10,
2026-02-17,DIA,29,DOS CORAZONES,DOS CORAZONES,1940,,6440,,8380,Martes 17 (DIA),11,
2026-02-17,DIA,29,CABSHA,CABSHA,6045,,,,6045,Martes 17 (DIA),12,
2026-02-17,DIA,29,COOKIES,COOKIES,6450,,6700,,13150,Martes 17 (DIA),13,
2026-02-17,DIA,29,DULCE C/NUEZ,DULCE C/NUEZ,5025,,,,5025,Martes 17 (DIA),14,
2026-02-17,DIA,29,DULCE D LECHE,DULCE D LECHE,6605,,,,6605,Martes 17 (DIA),15,
2026-02-17,DIA,29,D. GRANIZADO,D. GRANIZADO,2255,,6425,,8680,Martes 17 (DIA),16,
2026-02-17,DIA,29,DULCE AMORES,DULCE AMORES,1505,,6620,,8125,Martes 17 (DIA),17,
2026-02-17,DIA,29,SUPER,SUPER,3505,,6635,,10140,Martes 17 (DIA),18,
2026-02-17,DIA,29,DURAZNO,DURAZNO,2125,,6605,,8730,Martes 17 (DIA),19,
2026-02-17,DIA,29,FERRERO,FERRERO,5345,,,,5345,Martes 17 (DIA),20,
2026-02-17,DIA,29,FLAN,FLAN,1985,,6535,,8520,Martes 17 (DIA),21,
2026-02-17,DIA,29,CEREZA,CEREZA,2860,,,,2860,Martes 17 (DIA),22,
2026-02-17,DIA,29,FRAMBUEZA,FRAMBUEZA,6400,,,,6400,Martes 17 (DIA),23,
2026-02-17,DIA,29,FRUTILLA CREMA,FRUTILLA CREMA,4645,,6555,,11200,Martes 17 (DIA),24,
2026-02-17,DIA,29,FRUTILLA REINA,FRUTILLA REINA,2455,,6275,,8730,Martes 17 (DIA),25,
2026-02-17,DIA,29,FRUTILLA AGUA,FRUTILLA AGUA,4835,,,,4835,Martes 17 (DIA),26,
2026-02-17,DIA,29,BOSQUE,BOSQUE,3290,,6535,,9825,Martes 17 (DIA),27,
2026-02-17,DIA,29,GRANIZADO,GRANIZADO,4050,,6685|6665,,17400,Martes 17 (DIA),28,
2026-02-17,DIA,29,LIMON,LIMON,2530,,7050|6450,,16030,Martes 17 (DIA),29,
2026-02-17,DIA,29,MANTECOL,MANTECOL,2050,,6520,,8570,Martes 17 (DIA),30,
2026-02-17,DIA,29,MANZANA,MANZANA,4265,,,,4265,Martes 17 (DIA),31,
2026-02-17,DIA,29,MARROC,MARROC,2360,,6465,,8825,Martes 17 (DIA),32,
2026-02-17,DIA,29,MASCARPONE,MASCARPONE,5020,,6585,,11605,Martes 17 (DIA),33,
2026-02-17,DIA,29,MENTA,MENTA,1000,,6725|6450,,14175,Martes 17 (DIA),34,
2026-02-17,DIA,29,MIX DE FRUTA,MIX DE FRUTA,5715,,6780,,12495,Martes 17 (DIA),35,
2026-02-17,DIA,29,MOUSSE LIMON,MOUSSE LIMON,830,,6290,,7120,Martes 17 (DIA),36,
2026-02-17,DIA,29,SAMBAYON,SAMBAYON,1555,,6660,,8215,Martes 17 (DIA),37,
2026-02-17,DIA,29,SAMBAYON AMORES,SAMBAYON AMORES,5765,,6475,,12240,Martes 17 (DIA),38,
2026-02-17,DIA,29,TRAMONTANA,TRAMONTANA,4315,,6645,,10960,Martes 17 (DIA),39,
2026-02-17,DIA,29,TIRAMIZU,TIRAMIZU,1380,,6555|6425,,14360,Martes 17 (DIA),40,
2026-02-17,DIA,29,VAINILLA,VAINILLA,6380,,6460,,12840,Martes 17 (DIA),41,
2026-02-17,DIA,29,LEMON PIE,LEMON PIE,2815,,6590,,9405,Martes 17 (DIA),42,
2026-02-17,DIA,29,IRLANDESA,IRLANDESA,6650,,,,6650,Martes 17 (DIA),43,
2026-02-17,DIA,29,NUTE,NUTE,2066,,6685,,8751,Martes 17 (DIA),44,
2026-02-17,DIA,29,RUSA,RUSA,6145,,,,6145,Martes 17 (DIA),45,
2026-02-17,DIA,29,FRANUI,FRANUI,6745,,,,6745,Martes 17 (DIA),46,
2026-02-17,DIA,29,CIELO,CIELO,3985,,6365,,10350,Martes 17 (DIA),47,
2026-02-17,DIA,29,COCO,COCO,6705,,,,6705,Martes 17 (DIA),48,
2026-02-17,DIA,29,KINDER,KINDER,1360,,6575,,7935,Martes 17 (DIA),49,
2026-02-17,DIA,29,MARACUYA,MARACUYA,3505,,,,3505,Martes 17 (DIA),50,
2026-02-17,DIA,29,PISTACHO,PISTACHO,1480,,6330|6330,,14140,Martes 17 (DIA),51,
2026-02-17,DIA,29,CHOCOLATE DUBAI,CHOCOLATE DUBAI,605,,6420|6350,,,Martes 17 (DIA),52,
2026-02-17,DIA,29,KITKAT,KITKAT,980,,6420,,7400,Martes 17 (DIA),53,
2026-02-17,DIA,29,CHOCOLATE CON PASAS,CHOCOLATE CON PASAS,,,,,,Martes 17 (DIA),54,ALL_EMPTY
2026-02-17,NOCHE,30,CADBURY,CADBURY,2905,,6810|6355,,16070,Martes 17 (NOCHE),2,
2026-02-17,NOCHE,30,AMERICANA,AMERICANA,3160,,6450|6350,,15960,Martes 17 (NOCHE),3,
2026-02-17,NOCHE,30,ANANA,ANANA,5490,,,,5490,Martes 17 (NOCHE),4,
2026-02-17,NOCHE,30,"B, SPLIT","B, SPLIT",1625,,6435|6375|6350,,20785,Martes 17 (NOCHE),5,
2026-02-17,NOCHE,30,CHOCOLATE,CHOCOLATE,2310,,6340|6700,,15350,Martes 17 (NOCHE),6,
2026-02-17,NOCHE,30,AMARGO,AMARGO,4915,,,,4915,Martes 17 (NOCHE),7,
2026-02-17,NOCHE,30,BLANCO,BLANCO,1970,,6590,,8560,Martes 17 (NOCHE),8,
2026-02-17,NOCHE,30,CH C/ALM,CH C/ALM,5575,,6605,,12180,Martes 17 (NOCHE),9,
2026-02-17,NOCHE,30,CH AMORES,CH AMORES,7105,,6565,,13670,Martes 17 (NOCHE),10,
2026-02-17,NOCHE,30,DOS CORAZONES,DOS CORAZONES,1860,,6440,,8300,Martes 17 (NOCHE),11,
2026-02-17,NOCHE,30,CABSHA,CABSHA,5455,,,,5455,Martes 17 (NOCHE),12,
2026-02-17,NOCHE,30,COOKIES,COOKIES,5845,,6700,,12545,Martes 17 (NOCHE),13,
2026-02-17,NOCHE,30,DULCE C/NUEZ,DULCE C/NUEZ,5030,,,,5030,Martes 17 (NOCHE),14,
2026-02-17,NOCHE,30,DULCE D LECHE,DULCE D LECHE,6050,,,,6050,Martes 17 (NOCHE),15,
2026-02-17,NOCHE,30,D. GRANIZADO,D. GRANIZADO,1470,,6430,,7900,Martes 17 (NOCHE),16,
2026-02-17,NOCHE,30,DULCE AMORES,DULCE AMORES,6745,,,,6745,Martes 17 (NOCHE),17,
2026-02-17,NOCHE,30,SUPER,SUPER,3455,,6635,,10090,Martes 17 (NOCHE),18,
2026-02-17,NOCHE,30,DURAZNO,DURAZNO,1850,,6605,,8455,Martes 17 (NOCHE),19,
2026-02-17,NOCHE,30,FERRERO,FERRERO,5135,,,,5135,Martes 17 (NOCHE),20,
2026-02-17,NOCHE,30,FLAN,FLAN,1565,,6535,,8100,Martes 17 (NOCHE),21,
2026-02-17,NOCHE,30,CEREZA,CEREZA,2855,,,,2855,Martes 17 (NOCHE),22,
2026-02-17,NOCHE,30,FRAMBUEZA,FRAMBUEZA,6325,,,,6325,Martes 17 (NOCHE),23,
2026-02-17,NOCHE,30,FRUTILLA CREMA,FRUTILLA CREMA,3475,,6555,,10030,Martes 17 (NOCHE),24,
2026-02-17,NOCHE,30,FRUTILLA REINA,FRUTILLA REINA,2450,,6270,,8720,Martes 17 (NOCHE),25,
2026-02-17,NOCHE,30,FRUTILLA AGUA,FRUTILLA AGUA,4575,,,,4575,Martes 17 (NOCHE),26,
2026-02-17,NOCHE,30,BOSQUE,BOSQUE,2860,,6535,,9395,Martes 17 (NOCHE),27,
2026-02-17,NOCHE,30,GRANIZADO,GRANIZADO,3825,,6685|6665,,17175,Martes 17 (NOCHE),28,
2026-02-17,NOCHE,30,LIMON,LIMON,2265,,7050|6450,,15765,Martes 17 (NOCHE),29,
2026-02-17,NOCHE,30,MANTECOL,MANTECOL,2045,,6520,,8565,Martes 17 (NOCHE),30,
2026-02-17,NOCHE,30,MANZANA,MANZANA,4260,,,,4260,Martes 17 (NOCHE),31,
2026-02-17,NOCHE,30,MARROC,MARROC,2285,,6465,,8750,Martes 17 (NOCHE),32,
2026-02-17,NOCHE,30,MASCARPONE,MASCARPONE,4930,,6585,,11515,Martes 17 (NOCHE),33,
2026-02-17,NOCHE,30,MENTA,MENTA,7045,,6450,,13495,Martes 17 (NOCHE),34,
2026-02-17,NOCHE,30,MIX DE FRUTA,MIX DE FRUTA,5710,,6780,,12490,Martes 17 (NOCHE),35,
2026-02-17,NOCHE,30,MOUSSE LIMON,MOUSSE LIMON,6555,,,,6555,Martes 17 (NOCHE),36,
2026-02-17,NOCHE,30,SAMBAYON,SAMBAYON,1425,,6660,,8085,Martes 17 (NOCHE),37,
2026-02-17,NOCHE,30,SAMBAYON AMORES,SAMBAYON AMORES,5460,,6490,,11950,Martes 17 (NOCHE),38,
2026-02-17,NOCHE,30,TRAMONTANA,TRAMONTANA,3855,,6645,,10500,Martes 17 (NOCHE),39,
2026-02-17,NOCHE,30,TIRAMIZU,TIRAMIZU,1330,,6555|6425,,14310,Martes 17 (NOCHE),40,
2026-02-17,NOCHE,30,VAINILLA,VAINILLA,5875,,6460,,12335,Martes 17 (NOCHE),41,
2026-02-17,NOCHE,30,LEMON PIE,LEMON PIE,6255,,6590,,12845,Martes 17 (NOCHE),42,
2026-02-17,NOCHE,30,IRLANDESA,IRLANDESA,6360,,,,6360,Martes 17 (NOCHE),43,
2026-02-17,NOCHE,30,NUTE,NUTE,1925,,6685,,8610,Martes 17 (NOCHE),44,
2026-02-17,NOCHE,30,RUSA,RUSA,6140,,,,6140,Martes 17 (NOCHE),45,
2026-02-17,NOCHE,30,FRANUI,FRANUI,6040,,,,6040,Martes 17 (NOCHE),46,
2026-02-17,NOCHE,30,CIELO,CIELO,4002,,6365,,10367,Martes 17 (NOCHE),47,
2026-02-17,NOCHE,30,COCO,COCO,6505,,,,6505,Martes 17 (NOCHE),48,
2026-02-17,NOCHE,30,KINDER,KINDER,1295,,6535,,7830,Martes 17 (NOCHE),49,
2026-02-17,NOCHE,30,MARACUYA,MARACUYA,3501,,,,3501,Martes 17 (NOCHE),50,
2026-02-17,NOCHE,30,PISTACHO,PISTACHO,990,,6330|6330,,13650,Martes 17 (NOCHE),51,
2026-02-17,NOCHE,30,CHOCOLATE DUBAI,CHOCOLATE DUBAI,6370,,6350,,,Martes 17 (NOCHE),52,
2026-02-17,NOCHE,30,KITKAT,KITKAT,835,,6420,,7255,Martes 17 (NOCHE),53,
2026-02-17,NOCHE,30,CHOCOLATE CON PASAS,CHOCOLATE CON PASAS,0,,,,,Martes 17 (NOCHE),54,ALL_EMPTY
2026-02-18,DIA,31,CADBURY,CADBURY,2905,,6810|6355,,16070,Miércoles 18 (DIA),2,
2026-02-18,DIA,31,AMERICANA,AMERICANA,3160,,6450|6350,,15960,Miércoles 18 (DIA),3,
2026-02-18,DIA,31,ANANA,ANANA,5495,,,,5495,Miércoles 18 (DIA),4,
2026-02-18,DIA,31,"B, SPLIT","B, SPLIT",1630,,6435|6350|6375,,20790,Miércoles 18 (DIA),5,
2026-02-18,DIA,31,CHOCOLATE,CHOCOLATE,2305,,6340|6700,,15345,Miércoles 18 (DIA),6,
2026-02-18,DIA,31,AMARGO,AMARGO,4915,,,,4915,Miércoles 18 (DIA),7,
2026-02-18,DIA,31,BLANCO,BLANCO,1970,,6540,,8510,Miércoles 18 (DIA),8,
2026-02-18,DIA,31,CH C/ALM,CH C/ALM,5580,,6600,,12180,Miércoles 18 (DIA),9,
2026-02-18,DIA,31,CH AMORES,CH AMORES,7120,,6555,,13675,Miércoles 18 (DIA),10,
2026-02-18,DIA,31,DOS CORAZONES,DOS CORAZONES,1865,,6440,,8305,Miércoles 18 (DIA),11,
2026-02-18,DIA,31,CABSHA,CABSHA,5455,,,,5455,Miércoles 18 (DIA),12,
2026-02-18,DIA,31,COOKIES,COOKIES,5830,,6700,,12530,Miércoles 18 (DIA),13,
2026-02-18,DIA,31,DULCE C/NUEZ,DULCE C/NUEZ,5030,,,,5030,Miércoles 18 (DIA),14,
2026-02-18,DIA,31,DULCE D LECHE,DULCE D LECHE,6065,,,,6065,Miércoles 18 (DIA),15,
2026-02-18,DIA,31,D. GRANIZADO,D. GRANIZADO,1460,,6430,,7890,Miércoles 18 (DIA),16,
2026-02-18,DIA,31,DULCE AMORES,DULCE AMORES,6740,,,,6740,Miércoles 18 (DIA),17,
2026-02-18,DIA,31,SUPER,SUPER,3455,,6635,,10090,Miércoles 18 (DIA),18,
2026-02-18,DIA,31,DURAZNO,DURAZNO,1850,,6605,,8455,Miércoles 18 (DIA),19,
2026-02-18,DIA,31,FERRERO,FERRERO,5135,,,,5135,Miércoles 18 (DIA),20,
2026-02-18,DIA,31,FLAN,FLAN,1565,,6535,,8100,Miércoles 18 (DIA),21,
2026-02-18,DIA,31,CEREZA,CEREZA,2860,,,,2860,Miércoles 18 (DIA),22,
2026-02-18,DIA,31,FRAMBUEZA,FRAMBUEZA,3480,,,,3480,Miércoles 18 (DIA),23,
2026-02-18,DIA,31,FRUTILLA CREMA,FRUTILLA CREMA,3480,,6555,,10035,Miércoles 18 (DIA),24,
2026-02-18,DIA,31,FRUTILLA REINA,FRUTILLA REINA,2460,,6275,,8735,Miércoles 18 (DIA),25,
2026-02-18,DIA,31,FRUTILLA AGUA,FRUTILLA AGUA,4570,,,,4570,Miércoles 18 (DIA),26,
2026-02-18,DIA,31,BOSQUE,BOSQUE,2860,,6535,,9395,Miércoles 18 (DIA),27,
2026-02-18,DIA,31,GRANIZADO,GRANIZADO,3830,,6685|6625,,17140,Miércoles 18 (DIA),28,
2026-02-18,DIA,31,LIMON,LIMON,2265,,7050,,9315,Miércoles 18 (DIA),29,
2026-02-18,DIA,31,MANTECOL,MANTECOL,2050,,6520,,8570,Miércoles 18 (DIA),30,
2026-02-18,DIA,31,MANZANA,MANZANA,4265,,,,4265,Miércoles 18 (DIA),31,
2026-02-18,DIA,31,MARROC,MARROC,2285,,6465,,8750,Miércoles 18 (DIA),32,
2026-02-18,DIA,31,MASCARPONE,MASCARPONE,4925,,6585,,11510,Miércoles 18 (DIA),33,
2026-02-18,DIA,31,MENTA,MENTA,7050,,6450,,13500,Miércoles 18 (DIA),34,
2026-02-18,DIA,31,MIX DE FRUTA,MIX DE FRUTA,5710,,6980,,12690,Miércoles 18 (DIA),35,
2026-02-18,DIA,31,MOUSSE LIMON,MOUSSE LIMON,6560,,,,6560,Miércoles 18 (DIA),36,
2026-02-18,DIA,31,SAMBAYON,SAMBAYON,1430,,6660,,8090,Miércoles 18 (DIA),37,
2026-02-18,DIA,31,SAMBAYON AMORES,SAMBAYON AMORES,5460,,6475,,11935,Miércoles 18 (DIA),38,
2026-02-18,DIA,31,TRAMONTANA,TRAMONTANA,3855,,6645,,10500,Miércoles 18 (DIA),39,
2026-02-18,DIA,31,TIRAMIZU,TIRAMIZU,1335,,6425|6555,,14315,Miércoles 18 (DIA),40,
2026-02-18,DIA,31,VAINILLA,VAINILLA,5880,,6460,,12340,Miércoles 18 (DIA),41,
2026-02-18,DIA,31,LEMON PIE,LEMON PIE,2690,,6590,,9280,Miércoles 18 (DIA),42,
2026-02-18,DIA,31,IRLANDESA,IRLANDESA,6355,,,,6355,Miércoles 18 (DIA),43,
2026-02-18,DIA,31,NUTE,NUTE,1925,,6685,,8610,Miércoles 18 (DIA),44,
2026-02-18,DIA,31,RUSA,RUSA,6140,,,,6140,Miércoles 18 (DIA),45,
2026-02-18,DIA,31,FRANUI,FRANUI,5955,,,,5955,Miércoles 18 (DIA),46,
2026-02-18,DIA,31,CIELO,CIELO,4025,,6365,,10390,Miércoles 18 (DIA),47,
2026-02-18,DIA,31,COCO,COCO,6510,,,,6510,Miércoles 18 (DIA),48,
2026-02-18,DIA,31,KINDER,KINDER,1290,,6535,,7825,Miércoles 18 (DIA),49,
2026-02-18,DIA,31,MARACUYA,MARACUYA,3510,,,,3510,Miércoles 18 (DIA),50,
2026-02-18,DIA,31,PISTACHO,PISTACHO,990,,6330|6330,,13650,Miércoles 18 (DIA),51,
2026-02-18,DIA,31,CHOCOLATE DUBAI,CHOCOLATE DUBAI,6370,,6350,,,Miércoles 18 (DIA),52,
2026-02-18,DIA,31,KITKAT,KITKAT,840,,6420,,7260,Miércoles 18 (DIA),53,
2026-02-18,DIA,31,CHOCOLATE CON PASAS,CHOCOLATE CON PASAS,,,,,,Miércoles 18 (DIA),54,ALL_EMPTY
2026-02-18,NOCHE,32,CADBURY,CADBURY,2735,,6810|6355,,15900,Miércoles 18 (NOCHE),2,
2026-02-18,NOCHE,32,AMERICANA,AMERICANA,2415,,6450|6350,,15215,Miércoles 18 (NOCHE),3,
2026-02-18,NOCHE,32,ANANA,ANANA,4900,,,,4900,Miércoles 18 (NOCHE),4,
2026-02-18,NOCHE,32,"B, SPLIT","B, SPLIT",6695,,6370|6350,,19415,Miércoles 18 (NOCHE),5,
2026-02-18,NOCHE,32,CHOCOLATE,CHOCOLATE,1750,,6700|6340,,14790,Miércoles 18 (NOCHE),6,
2026-02-18,NOCHE,32,AMARGO,AMARGO,4470,,,,4470,Miércoles 18 (NOCHE),7,
2026-02-18,NOCHE,32,BLANCO,BLANCO,1860,,6590,,8450,Miércoles 18 (NOCHE),8,
2026-02-18,NOCHE,32,CH C/ALM,CH C/ALM,4385,,6605,,10990,Miércoles 18 (NOCHE),9,
2026-02-18,NOCHE,32,CH AMORES,CH AMORES,7110,,6565,,13675,Miércoles 18 (NOCHE),10,
2026-02-18,NOCHE,32,DOS CORAZONES,DOS CORAZONES,1660,,6450,,8110,Miércoles 18 (NOCHE),11,
2026-02-18,NOCHE,32,CABSHA,CABSHA,5280,,,,5280,Miércoles 18 (NOCHE),12,
2026-02-18,NOCHE,32,COOKIES,COOKIES,5395,,6700,,12095,Miércoles 18 (NOCHE),13,
2026-02-18,NOCHE,32,DULCE C/NUEZ,DULCE C/NUEZ,4905,,,,4905,Miércoles 18 (NOCHE),14,
2026-02-18,NOCHE,32,DULCE D LECHE,DULCE D LECHE,4380,,,,4380,Miércoles 18 (NOCHE),15,
2026-02-18,NOCHE,32,D. GRANIZADO,D. GRANIZADO,6575,,,,6575,Miércoles 18 (NOCHE),16,
2026-02-18,NOCHE,32,DULCE AMORES,DULCE AMORES,6485,,,,6485,Miércoles 18 (NOCHE),17,
2026-02-18,NOCHE,32,SUPER,SUPER,2740,,6635,,9375,Miércoles 18 (NOCHE),18,
2026-02-18,NOCHE,32,DURAZNO,DURAZNO,1385,,6605,,7990,Miércoles 18 (NOCHE),19,
2026-02-18,NOCHE,32,FERRERO,FERRERO,5075,,6555,,11630,Miércoles 18 (NOCHE),20,
2026-02-18,NOCHE,32,FLAN,FLAN,1125,,6535,,7660,Miércoles 18 (NOCHE),21,
2026-02-18,NOCHE,32,CEREZA,CEREZA,2395,,,,2395,Miércoles 18 (NOCHE),22,
2026-02-18,NOCHE,32,FRAMBUEZA,FRAMBUEZA,6125,,,,6125,Miércoles 18 (NOCHE),23,
2026-02-18,NOCHE,32,FRUTILLA CREMA,FRUTILLA CREMA,2825,,6555,,9380,Miércoles 18 (NOCHE),24,
2026-02-18,NOCHE,32,FRUTILLA REINA,FRUTILLA REINA,2145,,6270,,8415,Miércoles 18 (NOCHE),25,
2026-02-18,NOCHE,32,FRUTILLA AGUA,FRUTILLA AGUA,3825,,,,3825,Miércoles 18 (NOCHE),26,
2026-02-18,NOCHE,32,BOSQUE,BOSQUE,2575,,6535,,9110,Miércoles 18 (NOCHE),27,
2026-02-18,NOCHE,32,GRANIZADO,GRANIZADO,3505,,6685|6625,,16815,Miércoles 18 (NOCHE),28,
2026-02-18,NOCHE,32,LIMON,LIMON,1670,,7050|6450,,15170,Miércoles 18 (NOCHE),29,
2026-02-18,NOCHE,32,MANTECOL,MANTECOL,1930,,6520,,8450,Miércoles 18 (NOCHE),30,
2026-02-18,NOCHE,32,MANZANA,MANZANA,4200,,,,4200,Miércoles 18 (NOCHE),31,
2026-02-18,NOCHE,32,MARROC,MARROC,2170,,6465,,8635,Miércoles 18 (NOCHE),32,
2026-02-18,NOCHE,32,MASCARPONE,MASCARPONE,4725,,6585,,11310,Miércoles 18 (NOCHE),33,
2026-02-18,NOCHE,32,MENTA,MENTA,6775,,6450,,13225,Miércoles 18 (NOCHE),34,
2026-02-18,NOCHE,32,MIX DE FRUTA,MIX DE FRUTA,5705,,6780,,12485,Miércoles 18 (NOCHE),35,
2026-02-18,NOCHE,32,MOUSSE LIMON,MOUSSE LIMON,6475,,,,6475,Miércoles 18 (NOCHE),36,
2026-02-18,NOCHE,32,SAMBAYON,SAMBAYON,865,,6660,,7525,Miércoles 18 (NOCHE),37,
2026-02-18,NOCHE,32,SAMBAYON AMORES,SAMBAYON AMORES,5215,,6490,,11705,Miércoles 18 (NOCHE),38,
2026-02-18,NOCHE,32,TRAMONTANA,TRAMONTANA,3750,,6645,,10395,Miércoles 18 (NOCHE),39,
2026-02-18,NOCHE,32,TIRAMIZU,TIRAMIZU,965,,6425,,7390,Miércoles 18 (NOCHE),40,
2026-02-18,NOCHE,32,VAINILLA,VAINILLA,5060,,6460,,11520,Miércoles 18 (NOCHE),41,
2026-02-18,NOCHE,32,LEMON PIE,LEMON PIE,2490,,6590,,9080,Miércoles 18 (NOCHE),42,
2026-02-18,NOCHE,32,IRLANDESA,IRLANDESA,5820,,,,5820,Miércoles 18 (NOCHE),43,
2026-02-18,NOCHE,32,NUTE,NUTE,1610,,6685,,8295,Miércoles 18 (NOCHE),44,
2026-02-18,NOCHE,32,RUSA,RUSA,6140,,,,6140,Miércoles 18 (NOCHE),45,
2026-02-18,NOCHE,32,FRANUI,FRANUI,4725,,,,4725,Miércoles 18 (NOCHE),46,
2026-02-18,NOCHE,32,CIELO,CIELO,3580,,6365,,9945,Miércoles 18 (NOCHE),47,
2026-02-18,NOCHE,32,COCO,COCO,6515,,,,6515,Miércoles 18 (NOCHE),48,
2026-02-18,NOCHE,32,KINDER,KINDER,1160,,6535,,7695,Miércoles 18 (NOCHE),49,
2026-02-18,NOCHE,32,MARACUYA,MARACUYA,3140,,,,3140,Miércoles 18 (NOCHE),50,
2026-02-18,NOCHE,32,PISTACHO,PISTACHO,6010,,6330,,12340,Miércoles 18 (NOCHE),51,
2026-02-18,NOCHE,32,CHOCOLATE DUBAI,CHOCOLATE DUBAI,4335,,6350,,,Miércoles 18 (NOCHE),52,
2026-02-18,NOCHE,32,KITKAT,KITKAT,835,,6420,,7255,Miércoles 18 (NOCHE),53,
2026-02-18,NOCHE,32,CHOCOLATE CON PASAS,CHOCOLATE CON PASAS,,,,,,Miércoles 18 (NOCHE),54,ALL_EMPTY
2026-02-19,DIA,33,CADBURY,CADBURY,2735,,6365|6810,,15910,Jueves 19 (DIA),2,
2026-02-19,DIA,33,AMERICANA,AMERICANA,2415,,6350|6450,,15215,Jueves 19 (DIA),3,
2026-02-19,DIA,33,ANANA,ANANA,4895,,,,4895,Jueves 19 (DIA),4,
2026-02-19,DIA,33,"B, SPLIT","B, SPLIT",6700,,6350|6375,,19425,Jueves 19 (DIA),5,
2026-02-19,DIA,33,CHOCOLATE,CHOCOLATE,1750,,6340|6700,,14790,Jueves 19 (DIA),6,
2026-02-19,DIA,33,AMARGO,AMARGO,4470,,,,4470,Jueves 19 (DIA),7,
2026-02-19,DIA,33,BLANCO,BLANCO,1860,,6540,,8400,Jueves 19 (DIA),8,
2026-02-19,DIA,33,CH C/ALM,CH C/ALM,4380,,6605,,10985,Jueves 19 (DIA),9,
2026-02-19,DIA,33,CH AMORES,CH AMORES,7110,,6565,,13675,Jueves 19 (DIA),10,
