fecha,turno,orden_temporal,sabor_original,sabor_normalizado,abierta,celiaca,cerradas,entrantes,total_observado,hoja_origen,fila_origen,notas_lectura
2026-02-09,DIA,13,DULCE AMORES,DULCE AMORES,2870,,6795,,9665,Lunes 9 (DIA),18,
2026-02-09,DIA,13,SUPER,SUPER,1035,,,,1035,Lunes 9 (DIA),19,
2026-02-09,DIA,13,DURAZNO,DURAZNO,4575,,6605,,11180,Lunes 9 (DIA),20,
2026-02-09,DIA,13,FERRERO,FERRERO,3065,,6585,,9650,Lunes 9 (DIA),21,
2026-02-09,DIA,13,FLAN,FLAN,1150,,6675,,7825,Lunes 9 (DIA),22,
2026-02-09,DIA,13,CEREZA,CEREZA,1270,,6600,,7870,Lunes 9 (DIA),23,
2026-02-09,DIA,13,FRAMBUEZA,FRAMBUEZA,2735,,,,2735,Lunes 9 (DIA),24,
2026-02-09,DIA,13,FRUTILLA CREMA,FRUTILLA CREMA,3315,,6775,,10090,Lunes 9 (DIA),25,
2026-02-09,DIA,13,FRUTILLA REINA,FRUTILLA REINA,6305,,,,6305,Lunes 9 (DIA),26,
2026-02-09,DIA,13,FRUTILLA AGUA,FRUTILLA AGUA,0,,,,0,Lunes 9 (DIA),27,ALL_EMPTY
2026-02-09,DIA,13,BOSQUE,BOSQUE,4285,,,,4285,Lunes 9 (DIA),28,
2026-02-09,DIA,13,GRANIZADO,GRANIZADO,5525,,,,5525,Lunes 9 (DIA),29,
2026-02-09,DIA,13,LIMON,LIMON,3940,,6425,,10365,Lunes 9 (DIA),30,
2026-02-09,DIA,13,MANTECOL,MANTECOL,5350,,,,5350,Lunes 9 (DIA),31,
2026-02-09,DIA,13,MANZANA,MANZANA,6175,,,,6175,Lunes 9 (DIA),32,
2026-02-09,DIA,13,MARROC,MARROC,5410,,,,5410,Lunes 9 (DIA),33,
2026-02-09,DIA,13,MASCARPONE,MASCARPONE,4490,,,,4490,Lunes 9 (DIA),34,
2026-02-09,DIA,13,MENTA,MENTA,2300,,,,2300,Lunes 9 (DIA),35,
2026-02-09,DIA,13,MIX DE FRUTA,MIX DE FRUTA,6360,,,,6360,Lunes 9 (DIA),36,
2026-02-09,DIA,13,MOUSSE LIMON,MOUSSE LIMON,3655,,,,3655,Lunes 9 (DIA),37,
2026-02-09,DIA,13,SAMBAYON,SAMBAYON,3795,,,,3795,Lunes 9 (DIA),38,
2026-02-09,DIA,13,SAMBAYON AMORES,SAMBAYON AMORES,4275,,,,4275,Lunes 9 (DIA),39,
2026-02-09,DIA,13,TRAMONTANA,TRAMONTANA,4220,,6220,,10440,Lunes 9 (DIA),40,
2026-02-09,DIA,13,TIRAMIZU,TIRAMIZU,6095,,,,6095,Lunes 9 (DIA),41,
2026-02-09,DIA,13,VAINILLA,VAINILLA,6565,,,,6565,Lunes 9 (DIA),42,
2026-02-09,DIA,13,LEMON PIE,LEMON PIE,5730,,,,5730,Lunes 9 (DIA),43,
2026-02-09,DIA,13,IRLANDESA,IRLANDESA,5155,,6670,,11825,Lunes 9 (DIA),44,
2026-02-09,DIA,13,NUTE,NUTE,3205,,6685,,9890,Lunes 9 (DIA),45,
2026-02-09,DIA,13,RUSA,RUSA,2440,,,,2440,Lunes 9 (DIA),46,
2026-02-09,DIA,13,FRANUI,FRANUI,1965,,6760,,8725,Lunes 9 (DIA),47,
2026-02-09,DIA,13,CIELO,CIELO,1400,,6520,,7920,Lunes 9 (DIA),48,
2026-02-09,DIA,13,COCO,COCO,3085,,,,3085,Lunes 9 (DIA),49,
2026-02-09,DIA,13,KINDER,KINDER,6115,,,,6115,Lunes 9 (DIA),50,
2026-02-09,DIA,13,MARACUYA,MARACUYA,1105,,,,1105,Lunes 9 (DIA),51,
2026-02-09,DIA,13,PISTACHO,PISTACHO,2390,,,,2390,Lunes 9 (DIA),52,
2026-02-09,DIA,13,CHOCOLATE DUBAI,CHOCOLATE DUBAI,1215,,6390,,,Lunes 9 (DIA),53,
2026-02-09,DIA,13,KIT KAT,KITKAT,3235,,,,3235,Lunes 9 (DIA),54,ALIAS:KIT KAT->KITKAT
2026-02-09,NOCHE,14,CADBURY,CADBURY,1105,,6365,,7470, Lunes 9 (NOCHE),2,
2026-02-09,NOCHE,14,AMERICANA,AMERICANA,2010,,6650,,8660, Lunes 9 (NOCHE),3,
2026-02-09,NOCHE,14,ANANA,ANANA,4345,,,,4345, Lunes 9 (NOCHE),4,
2026-02-09,NOCHE,14,"B, SPLIT","B, SPLIT",5160,,6350|6450,,17960, Lunes 9 (NOCHE),5,
2026-02-09,NOCHE,14,BANANITA,BANANITA,,,,,0, Lunes 9 (NOCHE),6,ALL_EMPTY
2026-02-09,NOCHE,14,CHOCOLATE,CHOCOLATE,5790,,6530,,12320, Lunes 9 (NOCHE),7,
2026-02-09,NOCHE,14,AMARGO,AMARGO,5430,,,,5430, Lunes 9 (NOCHE),8,
2026-02-09,NOCHE,14,BLANCO,BLANCO,4160,,,,4160, Lunes 9 (NOCHE),9,
2026-02-09,NOCHE,14,CH C/ALM,CH C/ALM,1780,,6665,,8445, Lunes 9 (NOCHE),10,
2026-02-09,NOCHE,14,CH AMORES,CH AMORES,4305,,6635,,10940, Lunes 9 (NOCHE),11,
2026-02-09,NOCHE,14,DOS CORAZONES,DOS CORAZONES,4795,,,,4795, Lunes 9 (NOCHE),12,
2026-02-09,NOCHE,14,CABSHA,CABSHA,2490,,,,2490, Lunes 9 (NOCHE),13,
2026-02-09,NOCHE,14,COOKIES,COOKIES,3995,,6770,,10765, Lunes 9 (NOCHE),14,
2026-02-09,NOCHE,14,DULCE C/NUEZ,DULCE C/NUEZ,6260,,,,6260, Lunes 9 (NOCHE),15,
2026-02-09,NOCHE,14,DULCE D LECHE,DULCE D LECHE,1440,,6555,,7995, Lunes 9 (NOCHE),16,
2026-02-09,NOCHE,14,D. GRANIZADO,D. GRANIZADO,2750,,6725,,9475, Lunes 9 (NOCHE),17,
2026-02-09,NOCHE,14,DULCE AMORES,DULCE AMORES,1690,,6795,,8485, Lunes 9 (NOCHE),18,
2026-02-09,NOCHE,14,SUPER,SUPER,630,,,,630, Lunes 9 (NOCHE),19,
2026-02-09,NOCHE,14,DURAZNO,DURAZNO,4180,,6605,,10785, Lunes 9 (NOCHE),20,
2026-02-09,NOCHE,14,FERRERO,FERRERO,2795,,6510,,9305, Lunes 9 (NOCHE),21,
2026-02-09,NOCHE,14,FLAN,FLAN,1200,,5720,,6920, Lunes 9 (NOCHE),22,
2026-02-09,NOCHE,14,CEREZA,CEREZA,765,,6600,,7365, Lunes 9 (NOCHE),23,
2026-02-09,NOCHE,14,FRAMBUEZA,FRAMBUEZA,2460,,,,2460, Lunes 9 (NOCHE),24,
2026-02-09,NOCHE,14,FRUTILLA CREMA,FRUTILLA CREMA,6360,,,,6360, Lunes 9 (NOCHE),25,
2026-02-09,NOCHE,14,FRUTILLA REINA,FRUTILLA REINA,6070,,,,6070, Lunes 9 (NOCHE),26,
2026-02-09,NOCHE,14,FRUTILLA AGUA,FRUTILLA AGUA,,,,,0, Lunes 9 (NOCHE),27,ALL_EMPTY
2026-02-09,NOCHE,14,BOSQUE,BOSQUE,3730,,,,3730, Lunes 9 (NOCHE),28,
2026-02-09,NOCHE,14,GRANIZADO,GRANIZADO,5210,,,,5210, Lunes 9 (NOCHE),29,
2026-02-09,NOCHE,14,LIMON,LIMON,3185,,6425,,9610, Lunes 9 (NOCHE),30,
2026-02-09,NOCHE,14,MANTECOL,MANTECOL,4530,,,,4530, Lunes 9 (NOCHE),31,
2026-02-09,NOCHE,14,MANZANA,MANZANA,5875,,,,5875, Lunes 9 (NOCHE),32,
2026-02-09,NOCHE,14,MARROC,MARROC,5080,,,,5080, Lunes 9 (NOCHE),33,
2026-02-09,NOCHE,14,MASCARPONE,MASCARPONE,3705,,,,3705, Lunes 9 (NOCHE),34,
2026-02-09,NOCHE,14,MENTA,MENTA,1110,,,,1110, Lunes 9 (NOCHE),35,
2026-02-09,NOCHE,14,MIX DE FRUTA,MIX DE FRUTA,6360,,,,6360, Lunes 9 (NOCHE),36,
2026-02-09,NOCHE,14,MOUSSE LIMON,MOUSSE LIMON,3470,,,,3470, Lunes 9 (NOCHE),37,
2026-02-09,NOCHE,14,SAMBAYON,SAMBAYON,2810,,,,2810, Lunes 9 (NOCHE),38,
2026-02-09,NOCHE,14,SAMBAYON AMORES,SAMBAYON AMORES,3315,,,,3315, Lunes 9 (NOCHE),39,
2026-02-09,NOCHE,14,TRAMONTANA,TRAMONTANA,2970,,6620,,9590, Lunes 9 (NOCHE),40,
2026-02-09,NOCHE,14,TIRAMIZU,TIRAMIZU,5645,,,,5645, Lunes 9 (NOCHE),41,
2026-02-09,NOCHE,14,VAINILLA,VAINILLA,6070,,,,6070, Lunes 9 (NOCHE),42,
2026-02-09,NOCHE,14,LEMON PIE,LEMON PIE,5515,,,,5515, Lunes 9 (NOCHE),43,
2026-02-09,NOCHE,14,IRLANDESA,IRLANDESA,4280,,6670,,10950, Lunes 9 (NOCHE),44,
2026-02-09,NOCHE,14,NUTE,NUTE,3205,,6685,,9890, Lunes 9 (NOCHE),45,
2026-02-09,NOCHE,14,RUSA,RUSA,2060,,,,2060, Lunes 9 (NOCHE),46,
2026-02-09,NOCHE,14,FRANUI,FRANUI,1095,,6760,,7855, Lunes 9 (NOCHE),47,
2026-02-09,NOCHE,14,CIELO,CIELO,1400,,6520,,7920, Lunes 9 (NOCHE),48,
2026-02-09,NOCHE,14,KITKAT,KITKAT,3145,,,,3145, Lunes 9 (NOCHE),49,
2026-02-09,NOCHE,14,KINDER,KINDER,5715,,,,5715, Lunes 9 (NOCHE),50,
2026-02-09,NOCHE,14,MARACUYA,MARACUYA,485,,,,485, Lunes 9 (NOCHE),51,
2026-02-09,NOCHE,14,PISTACHO,PISTACHO,1030,,,,1030, Lunes 9 (NOCHE),52,
2026-02-09,NOCHE,14,CHOCOLATE DUBAI,CHOCOLATE DUBAI,5280,,,,, Lunes 9 (NOCHE),53,
2026-02-09,NOCHE,14,COCO,COCO,2740,,,,2740, Lunes 9 (NOCHE),54,
2026-02-10,DIA,15,CADBURY,CADBURY,1110,,6360,,7470,Martes 10 (DIA),2,
2026-02-10,DIA,15,AMERICANA,AMERICANA,2110,,6645,,8755,Martes 10 (DIA),3,
2026-02-10,DIA,15,ANANA,ANANA,4345,,,,4345,Martes 10 (DIA),4,
2026-02-10,DIA,15,"B, SPLIT","B, SPLIT",5015,,6350|6450,,17815,Martes 10 (DIA),5,
2026-02-10,DIA,15,BANANITA,BANANITA,0,,,,0,Martes 10 (DIA),6,ALL_EMPTY
2026-02-10,DIA,15,CHOCOLATE,CHOCOLATE,5725,,6530,,12255,Martes 10 (DIA),7,
2026-02-10,DIA,15,AMARGO,AMARGO,5430,,,,5430,Martes 10 (DIA),8,
2026-02-10,DIA,15,BLANCO,BLANCO,4175,,,,4175,Martes 10 (DIA),9,
2026-02-10,DIA,15,CH C/ALM,CH C/ALM,1765,,6665,,8430,Martes 10 (DIA),10,
2026-02-10,DIA,15,CH AMORES,CH AMORES,4305,,6665,,10970,Martes 10 (DIA),11,
2026-02-10,DIA,15,DOS CORAZONES,DOS CORAZONES,4790,,,,4790,Martes 10 (DIA),12,
2026-02-10,DIA,15,CABSHA,CABSHA,2495,,,,2495,Martes 10 (DIA),13,
2026-02-10,DIA,15,COOKIES,COOKIES,3995,,6745,,10740,Martes 10 (DIA),14,
2026-02-10,DIA,15,DULCE C/NUEZ,DULCE C/NUEZ,6255,,,,6255,Martes 10 (DIA),15,
2026-02-10,DIA,15,DULCE D LECHE,DULCE D LECHE,1440,,6555,,7995,Martes 10 (DIA),16,
2026-02-10,DIA,15,D. GRANIZADO,D. GRANIZADO,2775,,6725,,9500,Martes 10 (DIA),17,
2026-02-10,DIA,15,DULCE AMORES,DULCE AMORES,1690,,6720,,8410,Martes 10 (DIA),18,
2026-02-10,DIA,15,SUPER,SUPER,640,,,,640,Martes 10 (DIA),19,
2026-02-10,DIA,15,DURAZNO,DURAZNO,4180,,,,4180,Martes 10 (DIA),20,
2026-02-10,DIA,15,FERRERO,FERRERO,2445,,6585,,9030,Martes 10 (DIA),21,
2026-02-10,DIA,15,FLAN,FLAN,1285,,6675,,7960,Martes 10 (DIA),22,
2026-02-10,DIA,15,CEREZA,CEREZA,765,,6600,,7365,Martes 10 (DIA),23,
2026-02-10,DIA,15,FRAMBUEZA,FRAMBUEZA,2465,,,,2465,Martes 10 (DIA),24,
2026-02-10,DIA,15,FRUTILLA CREMA,FRUTILLA CREMA,6360,,,,6360,Martes 10 (DIA),25,
2026-02-10,DIA,15,FRUTILLA REINA,FRUTILLA REINA,6070,,,,6070,Martes 10 (DIA),26,
2026-02-10,DIA,15,FRUTILLA AGUA,FRUTILLA AGUA,0,,,,0,Martes 10 (DIA),27,ALL_EMPTY
2026-02-10,DIA,15,BOSQUE,BOSQUE,3725,,,,3725,Martes 10 (DIA),28,
2026-02-10,DIA,15,GRANIZADO,GRANIZADO,5215,,,,5215,Martes 10 (DIA),29,
2026-02-10,DIA,15,LIMON,LIMON,3115,,6425,,9540,Martes 10 (DIA),30,
2026-02-10,DIA,15,MANTECOL,MANTECOL,4530,,,,4530,Martes 10 (DIA),31,
2026-02-10,DIA,15,MANZANA,MANZANA,5870,,,,5870,Martes 10 (DIA),32,
2026-02-10,DIA,15,MARROC,MARROC,5075,,,,5075,Martes 10 (DIA),33,
2026-02-10,DIA,15,MASCARPONE,MASCARPONE,3785,,,,3785,Martes 10 (DIA),34,
2026-02-10,DIA,15,MENTA,MENTA,1110,,,,1110,Martes 10 (DIA),35,
2026-02-10,DIA,15,MIX DE FRUTA,MIX DE FRUTA,6355,,,,6355,Martes 10 (DIA),36,
2026-02-10,DIA,15,MOUSSE LIMON,MOUSSE LIMON,3465,,,,3465,Martes 10 (DIA),37,
2026-02-10,DIA,15,SAMBAYON,SAMBAYON,2740,,,,2740,Martes 10 (DIA),38,
2026-02-10,DIA,15,SAMBAYON AMORES,SAMBAYON AMORES,3320,,,,3320,Martes 10 (DIA),39,
2026-02-10,DIA,15,TRAMONTANA,TRAMONTANA,2900,,6620,,9520,Martes 10 (DIA),40,
2026-02-10,DIA,15,TIRAMIZU,TIRAMIZU,5550,,,,5550,Martes 10 (DIA),41,
2026-02-10,DIA,15,VAINILLA,VAINILLA,6080,,,,6080,Martes 10 (DIA),42,
2026-02-10,DIA,15,LEMON PIE,LEMON PIE,5515,,,,5515,Martes 10 (DIA),43,
2026-02-10,DIA,15,IRLANDESA,IRLANDESA,4270,,6670,,10940,Martes 10 (DIA),44,
2026-02-10,DIA,15,NUTE,NUTE,3205,,6685,,9890,Martes 10 (DIA),45,
2026-02-10,DIA,15,RUSA,RUSA,2060,,,,2060,Martes 10 (DIA),46,
2026-02-10,DIA,15,FRANUI,FRANUI,990,,6760,,7750,Martes 10 (DIA),47,
2026-02-10,DIA,15,CIELO,CIELO,1400,,6515,,7915,Martes 10 (DIA),48,
2026-02-10,DIA,15,YOGURT,YOGURT,0,,,,0,Martes 10 (DIA),49,ALL_EMPTY
2026-02-10,DIA,15,KINDER,KINDER,5715,,,,5715,Martes 10 (DIA),50,
2026-02-10,DIA,15,MARACUYA,MARACUYA,485,,,,485,Martes 10 (DIA),51,
2026-02-10,DIA,15,PISTACHO,PISTACHO,810,,,,810,Martes 10 (DIA),52,
2026-02-10,DIA,15,CHOCOLATE DUBAI,CHOCOLATE DUBAI,4885,,,,,Martes 10 (DIA),53,
2026-02-10,DIA,15,COCO,COCO,2740,,,,,Martes 10 (DIA),54,
2026-02-10,DIA,15,KITKAT,KITKAT,3145,,,,,Martes 10 (DIA),55,
2026-02-10,NOCHE,16,CADBURY,CADBURY,5975,,,,5975, Martes 10 (NOCHE),2,
2026-02-10,NOCHE,16,AMERICANA,AMERICANA,1825,,6645,,8470, Martes 10 (NOCHE),3,
2026-02-10,NOCHE,16,ANANA,ANANA,3765,,,,3765, Martes 10 (NOCHE),4,
2026-02-10,NOCHE,16,"B, SPLIT","B, SPLIT",3755,,6350|6450,,16555, Martes 10 (NOCHE),5,
2026-02-10,NOCHE,16,BANANITA,BANANITA,0,,,,0, Martes 10 (NOCHE),6,ALL_EMPTY
2026-02-10,NOCHE,16,CHOCOLATE,CHOCOLATE,4805,,6530,,11335, Martes 10 (NOCHE),7,
2026-02-10,NOCHE,16,AMARGO,AMARGO,4525,,,,4525, Martes 10 (NOCHE),8,
2026-02-10,NOCHE,16,BLANCO,BLANCO,3875,,,,3875, Martes 10 (NOCHE),9,
2026-02-10,NOCHE,16,CH C/ALM,CH C/ALM,6480,,,,6480, Martes 10 (NOCHE),10,
2026-02-10,NOCHE,16,CH AMORES,CH AMORES,3735,,6630,,10365, Martes 10 (NOCHE),11,
2026-02-10,NOCHE,16,DOS CORAZONES,DOS CORAZONES,3975,,,,3975, Martes 10 (NOCHE),12,
2026-02-10,NOCHE,16,CABSHA,CABSHA,1895,,,,1895, Martes 10 (NOCHE),13,
2026-02-10,NOCHE,16,COOKIES,COOKIES,3505,,6745,,10250, Martes 10 (NOCHE),14,
2026-02-10,NOCHE,16,DULCE C/NUEZ,DULCE C/NUEZ,6095,,,,6095, Martes 10 (NOCHE),15,
2026-02-10,NOCHE,16,DULCE D LECHE,DULCE D LECHE,6865,,,,6865, Martes 10 (NOCHE),16,
2026-02-10,NOCHE,16,D. GRANIZADO,D. GRANIZADO,6930,,,,6930, Martes 10 (NOCHE),17,
2026-02-10,NOCHE,16,DULCE AMORES,DULCE AMORES,6580,,,,6580, Martes 10 (NOCHE),18,
2026-02-10,NOCHE,16,SUPER,SUPER,0,,,,0, Martes 10 (NOCHE),19,ALL_EMPTY
2026-02-10,NOCHE,16,DURAZNO,DURAZNO,3760,,,,3760, Martes 10 (NOCHE),20,
2026-02-10,NOCHE,16,FERRERO,FERRERO,1745,,6580,,8325, Martes 10 (NOCHE),21,
2026-02-10,NOCHE,16,FLAN,FLAN,5925,,,,5925, Martes 10 (NOCHE),22,
2026-02-10,NOCHE,16,CEREZA,CEREZA,6570,,,,6570, Martes 10 (NOCHE),23,
2026-02-10,NOCHE,16,FRAMBUEZA,FRAMBUEZA,1430,,,,1430, Martes 10 (NOCHE),24,
2026-02-10,NOCHE,16,FRUTILLA CREMA,FRUTILLA CREMA,3215,,,,3215, Martes 10 (NOCHE),25,
2026-02-10,NOCHE,16,FRUTILLA REINA,FRUTILLA REINA,5610,,,,5610, Martes 10 (NOCHE),26,
2026-02-10,NOCHE,16,FRUTILLA AGUA,FRUTILLA AGUA,0,,,,0, Martes 10 (NOCHE),27,ALL_EMPTY
2026-02-10,NOCHE,16,BOSQUE,BOSQUE,3195,,,,3195, Martes 10 (NOCHE),28,
2026-02-10,NOCHE,16,GRANIZADO,GRANIZADO,4045,,,,4045, Martes 10 (NOCHE),29,
2026-02-10,NOCHE,16,LIMON,LIMON,2195,,6425,,8620, Martes 10 (NOCHE),30,
2026-02-10,NOCHE,16,MANTECOL,MANTECOL,4085,,,,4085, Martes 10 (NOCHE),31,
2026-02-10,NOCHE,16,MANZANA,MANZANA,5625,,,,5625, Martes 10 (NOCHE),32,
2026-02-10,NOCHE,16,MARROC,MARROC,4745,,,,4745, Martes 10 (NOCHE),33,
2026-02-10,NOCHE,16,MASCARPONE,MASCARPONE,2260,,,,2260, Martes 10 (NOCHE),34,
2026-02-10,NOCHE,16,MENTA,MENTA,0,,,,0, Martes 10 (NOCHE),35,ALL_EMPTY
2026-02-10,NOCHE,16,MIX DE FRUTA,MIX DE FRUTA,6355,,,,6355, Martes 10 (NOCHE),36,
2026-02-10,NOCHE,16,MOUSSE LIMON,MOUSSE LIMON,2650,,,,2650, Martes 10 (NOCHE),37,
2026-02-10,NOCHE,16,SAMBAYON,SAMBAYON,1620,,,,1620, Martes 10 (NOCHE),38,
2026-02-10,NOCHE,16,SAMBAYON AMORES,SAMBAYON AMORES,3025,,,,3025, Martes 10 (NOCHE),39,
2026-02-10,NOCHE,16,TRAMONTANA,TRAMONTANA,2440,,6620,,9060, Martes 10 (NOCHE),40,
2026-02-10,NOCHE,16,TIRAMIZU,TIRAMIZU,4155,,,,4155, Martes 10 (NOCHE),41,
2026-02-10,NOCHE,16,VAINILLA,VAINILLA,5500,,,,5500, Martes 10 (NOCHE),42,
2026-02-10,NOCHE,16,LEMON PIE,LEMON PIE,4935,,,,4935, Martes 10 (NOCHE),43,
2026-02-10,NOCHE,16,IRLANDESA,IRLANDESA,3825,,,,3825, Martes 10 (NOCHE),44,
2026-02-10,NOCHE,16,NUTE,NUTE,2855,,6685,,9540, Martes 10 (NOCHE),45,
2026-02-10,NOCHE,16,RUSA,RUSA,1835,,,,1835, Martes 10 (NOCHE),46,
2026-02-10,NOCHE,16,FRANUI,FRANUI,6245,,,,6245, Martes 10 (NOCHE),47,
2026-02-10,NOCHE,16,CIELO,CIELO,6790,,,,6790, Martes 10 (NOCHE),48,
2026-02-10,NOCHE,16,YOGURT,YOGURT,0,,,,0, Martes 10 (NOCHE),49,ALL_EMPTY
2026-02-10,NOCHE,16,KINDER,KINDER,5170,,,,5170, Martes 10 (NOCHE),50,
2026-02-10,NOCHE,16,MARACUYA,MARACUYA,0,,,,0, Martes 10 (NOCHE),51,ALL_EMPTY
2026-02-10,NOCHE,16,PISTACHO,PISTACHO,0,,,,0, Martes 10 (NOCHE),52,ALL_EMPTY
2026-02-10,NOCHE,16,CHOCOLATE DUBAI,CHOCOLATE DUBAI,2840,,,,, Martes 10 (NOCHE),53,
2026-02-10,NOCHE,16,COCO,COCO,1540,,,,, Martes 10 (NOCHE),54,
2026-02-10,NOCHE,16,KITKAT,KITKAT,2575,,,,, Martes 10 (NOCHE),55,
2026-02-11,DIA,17,CADBURY,CADBURY,5995,,,,5995,Miércoles 11,2,
2026-02-11,DIA,17,AMERICANA,AMERICANA,1210,,6645,,7855,Miércoles 11,3,
2026-02-11,DIA,17,ANANA,ANANA,3760,,,,3760,Miércoles 11,4,
2026-02-11,DIA,17,"B, SPLIT","B, SPLIT",3755,,6350|6450,,16555,Miércoles 11,5,
2026-02-11,DIA,17,BANANITA,BANANITA,,,,,0,Miércoles 11,6,ALL_EMPTY
2026-02-11,DIA,17,CHOCOLATE,CHOCOLATE,4760,,6530,,11290,Miércoles 11,7,
2026-02-11,DIA,17,AMARGO,AMARGO,4515,,,,4515,Miércoles 11,8,
2026-02-11,DIA,17,BLANCO,BLANCO,3645,,,,3645,Miércoles 11,9,
2026-02-11,DIA,17,CH C/ALM,CH C/ALM,6485,,,,6485,Miércoles 11,10,
2026-02-11,DIA,17,CH AMORES,CH AMORES,3735,,6665,,10400,Miércoles 11,11,
2026-02-11,DIA,17,DOS CORAZONES,DOS CORAZONES,3990,,,,3990,Miércoles 11,12,
2026-02-11,DIA,17,CABSHA,CABSHA,1895,,,,1895,Miércoles 11,13,
2026-02-11,DIA,17,COOKIES,COOKIES,3505,,6745,,10250,Miércoles 11,14,
2026-02-11,DIA,17,DULCE C/NUEZ,DULCE C/NUEZ,6100,,,,6100,Miércoles 11,15,
2026-02-11,DIA,17,DULCE D LECHE,DULCE D LECHE,6860,,,,6860,Miércoles 11,16,
2026-02-11,DIA,17,D. GRANIZADO,D. GRANIZADO,6745,,,,6745,Miércoles 11,17,
2026-02-11,DIA,17,DULCE AMORES,DULCE AMORES,6590,,,,6590,Miércoles 11,18,
2026-02-11,DIA,17,SUPER,SUPER,0,,,,0,Miércoles 11,19,ALL_EMPTY
2026-02-11,DIA,17,DURAZNO,DURAZNO,3755,,6605,,10360,Miércoles 11,20,
2026-02-11,DIA,17,FERRERO,FERRERO,1755,,6580,,8335,Miércoles 11,21,
2026-02-11,DIA,17,FLAN,FLAN,5925,,,,5925,Miércoles 11,22,
2026-02-11,DIA,17,CEREZA,CEREZA,6585,,,,6585,Miércoles 11,23,
2026-02-11,DIA,17,FRAMBUEZA,FRAMBUEZA,1425,,,,1425,Miércoles 11,24,
2026-02-11,DIA,17,FRUTILLA CREMA,FRUTILLA CREMA,2710,,,,2710,Miércoles 11,25,
2026-02-11,DIA,17,FRUTILLA REINA,FRUTILLA REINA,5335,,,,5335,Miércoles 11,26,
2026-02-11,DIA,17,FRUTILLA AGUA,FRUTILLA AGUA,0,,,,0,Miércoles 11,27,ALL_EMPTY
2026-02-11,DIA,17,BOSQUE,BOSQUE,3120,,,,3120,Miércoles 11,28,
2026-02-11,DIA,17,GRANIZADO,GRANIZADO,3810,,,,3810,Miércoles 11,29,
2026-02-11,DIA,17,LIMON,LIMON,2200,,6425,,8625,Miércoles 11,30,
2026-02-11,DIA,17,MANTECOL,MANTECOL,4015,,,,4015,Miércoles 11,31,
2026-02-11,DIA,17,MANZANA,MANZANA,5625,,,,5625,Miércoles 11,32,
2026-02-11,DIA,17,MARROC,MARROC,4395,,,,4395,Miércoles 11,33,
2026-02-11,DIA,17,MASCARPONE,MASCARPONE,2150,,,,2150,Miércoles 11,34,
2026-02-11,DIA,17,MENTA,MENTA,0,,,,0,Miércoles 11,35,ALL_EMPTY
2026-02-11,DIA,17,MIX DE FRUTA,MIX DE FRUTA,6345,,,,6345,Miércoles 11,36,
2026-02-11,DIA,17,MOUSSE LIMON,MOUSSE LIMON,2670,,,,2670,Miércoles 11,37,
2026-02-11,DIA,17,SAMBAYON,SAMBAYON,1435,,,,1435,Miércoles 11,38,
2026-02-11,DIA,17,SAMBAYON AMORES,SAMBAYON AMORES,3025,,,,3025,Miércoles 11,39,
2026-02-11,DIA,17,TRAMONTANA,TRAMONTANA,2405,,6620,,9025,Miércoles 11,40,
2026-02-11,DIA,17,TIRAMIZU,TIRAMIZU,4150,,,,4150,Miércoles 11,41,
2026-02-11,DIA,17,VAINILLA,VAINILLA,5500,,,,5500,Miércoles 11,42,
2026-02-11,DIA,17,LEMON PIE,LEMON PIE,4960,,,,4960,Miércoles 11,43,
2026-02-11,DIA,17,IRLANDESA,IRLANDESA,3825,,6610,,10435,Miércoles 11,44,
2026-02-11,DIA,17,NUTE,NUTE,2860,,6685,,9545,Miércoles 11,45,
2026-02-11,DIA,17,RUSA,RUSA,1870,,,,1870,Miércoles 11,46,
2026-02-11,DIA,17,FRANUI,FRANUI,5845,,,,5845,Miércoles 11,47,
2026-02-11,DIA,17,CIELO,CIELO,6790,,,,6790,Miércoles 11,48,
2026-02-11,DIA,17,COCO,COCO,1365,,,,1365,Miércoles 11,49,
2026-02-11,DIA,17,KINDER,KINDER,5170,,,,5170,Miércoles 11,50,
2026-02-11,DIA,17,MARACUYA,MARACUYA,0,,,,0,Miércoles 11,51,ALL_EMPTY
2026-02-11,DIA,17,PISTACHO,PISTACHO,0,,,,0,Miércoles 11,52,ALL_EMPTY
2026-02-11,DIA,17,CHOCOLATE DUBAI,CHOCOLATE DUBAI,2835,,,,,Miércoles 11,53,
2026-02-11,DIA,17,KIT KAT,KITKAT,2575,,,,2575,Miércoles 11,54,ALIAS:KIT KAT->KITKAT
2026-02-11,NOCHE,18,CADBURY,CADBURY,5585,,,,5585,Miércoles 11 (NOCHE),2,
2026-02-11,NOCHE,18,AMERICANA,AMERICANA,5905,,,,5905,Miércoles 11 (NOCHE),3,
2026-02-11,NOCHE,18,ANANA,ANANA,2590,,,,2590,Miércoles 11 (NOCHE),4,
2026-02-11,NOCHE,18,"B, SPLIT","B, SPLIT",2440,,6450|6350,,15240,Miércoles 11 (NOCHE),5,
2026-02-11,NOCHE,18,BANANITA,BANANITA,,,,,0,Miércoles 11 (NOCHE),6,ALL_EMPTY
2026-02-11,NOCHE,18,CHOCOLATE,CHOCOLATE,2965,,6530,,9495,Miércoles 11 (NOCHE),7,
2026-02-11,NOCHE,18,AMARGO,AMARGO,3740,,,,3740,Miércoles 11 (NOCHE),8,
